city,county,model_year,make,model,electric_vehicle_type,n_cars
Centralia,Lewis,2016,MERCEDES-BENZ,GLE-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),1
Centralia,Lewis,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),1
Centralia,Lewis,2021,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),1
Cathlamet,Wahkiakum,2015,FIAT,500,Battery Electric Vehicle (BEV),1
Centralia,Lewis,2022,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),1
Centralia,Lewis,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),1
Centralia,Lewis,2023,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1
Centralia,Lewis,2022,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1
Centralia,Lewis,2022,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),1
Centralia,Lewis,2022,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),1
Centralia,Lewis,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),1
Centralia,Lewis,2022,KIA,NIRO,Battery Electric Vehicle (BEV),1
Centralia,Lewis,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),1
Centralia,Lewis,2022,KIA,EV6,Battery Electric Vehicle (BEV),1
Centralia,Lewis,2022,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),1
Centralia,Lewis,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),1
Centralia,Lewis,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),1
Centralia,Lewis,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),1
Centralia,Lewis,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),1
Centralia,Lewis,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),1
Centralia,Lewis,2015,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),1
Centralia,Lewis,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),1
Cathlamet,Wahkiakum,2019,HYUNDAI,KONA,Battery Electric Vehicle (BEV),1
Cathlamet,Wahkiakum,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1
Cathlamet,Wahkiakum,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),1
Cathlamet,Wahkiakum,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),1
Cathlamet,Wahkiakum,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),1
Cathlamet,Wahkiakum,2020,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),1
Cathlamet,Wahkiakum,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),1
Cathlamet,Wahkiakum,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),1
Centralia,Lewis,2014,FORD,FOCUS,Battery Electric Vehicle (BEV),1
Cathlamet,Wahkiakum,2019,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),1
Cathlamet,Wahkiakum,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),1
Cathlamet,Wahkiakum,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),1
Cathlamet,Wahkiakum,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),1
Cathlamet,Wahkiakum,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),1
Cathlamet,Wahkiakum,2015,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),1
Cathlamet,Wahkiakum,2022,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),1
Cathlamet,Wahkiakum,2022,FORD,F-150,Battery Electric Vehicle (BEV),1
Cathlamet,Wahkiakum,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),1
Cathlamet,Wahkiakum,2022,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),1
Cathlamet,Wahkiakum,2022,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),1
Cathlamet,Wahkiakum,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),1
Cathlamet,Wahkiakum,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),1
Cathlamet,Wahkiakum,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),1
Cathlamet,Wahkiakum,2023,FORD,F-150,Battery Electric Vehicle (BEV),1
Cathlamet,Wahkiakum,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),1
Cathlamet,Wahkiakum,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),1
Cathlamet,Wahkiakum,2023,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),1
Cathlamet,Wahkiakum,2023,VOLVO,C40,Battery Electric Vehicle (BEV),1
Centerville,Klickitat,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),1
Centralia,Lewis,2012,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),1
Centralia,Lewis,2013,SMART,FORTWO ELECTRIC DRIVE,Battery Electric Vehicle (BEV),1
Centralia,Lewis,2013,TESLA,MODEL S,Battery Electric Vehicle (BEV),1
Burlington,Skagit,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),1
Burlington,Skagit,2013,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),1
Bonney Lake,Pierce,2022,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),1
Bow,Skagit,2017,FIAT,500,Battery Electric Vehicle (BEV),1
Bow,Skagit,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),1
Bow,Skagit,2018,MERCEDES-BENZ,GLC-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),1
Bow,Skagit,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),1
Bow,Skagit,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),1
Bow,Skagit,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),1
Bow,Skagit,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),1
Bow,Skagit,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),1
Bow,Skagit,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),1
Bow,Skagit,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),1
Bow,Skagit,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),1
Bow,Skagit,2015,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),1
Bow,Skagit,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),1
Bow,Skagit,2015,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),1
Bow,Skagit,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),1
Bow,Skagit,2019,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),1
Bow,Skagit,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),1
Bow,Skagit,2023,RIVIAN,R1T,Battery Electric Vehicle (BEV),1
Bow,Skagit,2022,TESLA,MODEL X,Battery Electric Vehicle (BEV),1
Bow,Skagit,2023,KIA,EV6,Battery Electric Vehicle (BEV),1
Bow,Skagit,2023,FORD,TRANSIT,Battery Electric Vehicle (BEV),1
Bow,Skagit,2023,FORD,F-150,Battery Electric Vehicle (BEV),1
Bow,Skagit,2023,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),1
Bow,Skagit,2022,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),1
Bow,Skagit,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),1
Bow,Skagit,2022,KIA,NIRO,Battery Electric Vehicle (BEV),1
Bow,Skagit,2020,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),1
Bow,Skagit,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),1
Bow,Skagit,2021,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),1
Bow,Skagit,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),1
Bow,Skagit,2021,AUDI,E-TRON,Battery Electric Vehicle (BEV),1
Bow,Skagit,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),1
Bow,Skagit,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),1
Bow,Skagit,2015,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),1
Bow,Skagit,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),1
Bow,Skagit,2014,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2021,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2022,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2022,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2022,LUCID,AIR,Battery Electric Vehicle (BEV),1
Bothell,Snohomish,2022,LINCOLN,CORSAIR,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2022,LEXUS,NX,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2022,AUDI,E-TRON SPORTBACK,Battery Electric Vehicle (BEV),1
Bothell,Snohomish,2021,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1
Bow,Skagit,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),1
Bothell,Snohomish,2021,LINCOLN,AVIATOR,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2021,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2021,AUDI,E-TRON SPORTBACK,Battery Electric Vehicle (BEV),1
Bothell,Snohomish,2020,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2020,LAND ROVER,RANGE ROVER,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2020,HYUNDAI,IONIQ,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2022,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),1
Bothell,Snohomish,2022,VOLVO,C40,Battery Electric Vehicle (BEV),1
Bothell,Snohomish,2022,VOLVO,S60,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2023,AUDI,E-TRON,Battery Electric Vehicle (BEV),1
Bothell,Snohomish,2023,AUDI,E-TRON GT,Battery Electric Vehicle (BEV),1
Bothell,Snohomish,2023,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2023,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),1
Bothell,Snohomish,2023,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2023,HYUNDAI,SANTA FE,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2023,LEXUS,RZ 450E,Battery Electric Vehicle (BEV),1
Bothell,Snohomish,2023,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),1
Bothell,Snohomish,2023,TOYOTA,BZ4X,Battery Electric Vehicle (BEV),1
Bothell,Snohomish,2023,VOLVO,S60,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2024,AUDI,Q8,Battery Electric Vehicle (BEV),1
Bothell,Snohomish,2024,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),1
Bothell,Snohomish,2024,POLESTAR,PS2,Battery Electric Vehicle (BEV),1
Bow,Skagit,2012,FISKER,KARMA,Plug-in Hybrid Electric Vehicle (PHEV),1
Bow,Skagit,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),1
Bow,Skagit,2023,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),1
Bothell,Snohomish,2020,AUDI,E-TRON SPORTBACK,Battery Electric Vehicle (BEV),1
Bremerton,Kitsap,2022,AUDI,Q5,Plug-in Hybrid Electric Vehicle (PHEV),1
Bremerton,Kitsap,2022,LINCOLN,AVIATOR,Plug-in Hybrid Electric Vehicle (PHEV),1
Bremerton,Kitsap,2022,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),1
Bremerton,Kitsap,2022,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),1
Bremerton,Kitsap,2022,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),1
Bremerton,Kitsap,2022,FORD,TRANSIT,Battery Electric Vehicle (BEV),1
Bremerton,Kitsap,2022,FORD,F-150,Battery Electric Vehicle (BEV),1
Bremerton,Kitsap,2022,AUDI,Q4,Battery Electric Vehicle (BEV),1
Bremerton,Kitsap,2022,MINI,HARDTOP,Battery Electric Vehicle (BEV),1
Bremerton,Kitsap,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1
Bremerton,Kitsap,2021,MINI,HARDTOP,Battery Electric Vehicle (BEV),1
Bremerton,Kitsap,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),1
Bremerton,Kitsap,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),1
Bremerton,Kitsap,2021,AUDI,E-TRON SPORTBACK,Battery Electric Vehicle (BEV),1
Bremerton,Kitsap,2020,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1
Bremerton,Kitsap,2022,LUCID,AIR,Battery Electric Vehicle (BEV),1
Bremerton,Kitsap,2022,TESLA,MODEL S,Battery Electric Vehicle (BEV),1
Bow,Skagit,2023,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),1
Bremerton,Kitsap,2023,LEXUS,RZ 450E,Battery Electric Vehicle (BEV),1
Bremerton,Kitsap,2023,VOLVO,XC40,Battery Electric Vehicle (BEV),1
Bremerton,Kitsap,2023,VOLVO,C40,Battery Electric Vehicle (BEV),1
Bremerton,Kitsap,2023,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),1
Bremerton,Kitsap,2023,TOYOTA,PRIUS,Plug-in Hybrid Electric Vehicle (PHEV),1
Bremerton,Kitsap,2023,POLESTAR,PS2,Battery Electric Vehicle (BEV),1
Bremerton,Kitsap,2023,LINCOLN,AVIATOR,Plug-in Hybrid Electric Vehicle (PHEV),1
Bremerton,Kitsap,2023,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),1
Bremerton,Kitsap,2023,AUDI,E-TRON GT,Battery Electric Vehicle (BEV),1
Bremerton,Kitsap,2023,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),1
Bremerton,Kitsap,2023,HYUNDAI,SANTA FE,Plug-in Hybrid Electric Vehicle (PHEV),1
Bremerton,Kitsap,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),1
Bremerton,Kitsap,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),1
Bremerton,Kitsap,2023,CADILLAC,LYRIQ,Battery Electric Vehicle (BEV),1
Bremerton,Kitsap,2023,BMW,IX,Battery Electric Vehicle (BEV),1
Bremerton,Kitsap,2020,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),1
Bremerton,Kitsap,2020,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),1
Bremerton,Kitsap,2020,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),1
Bremerton,Kitsap,2017,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1
Bremerton,Kitsap,2017,HYUNDAI,SONATA,Plug-in Hybrid Electric Vehicle (PHEV),1
Bremerton,Kitsap,2017,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),1
Bremerton,Kitsap,2017,FIAT,500,Battery Electric Vehicle (BEV),1
Bremerton,Kitsap,2017,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),1
Bremerton,Kitsap,2017,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),1
Bremerton,Kitsap,2017,BMW,I3,Battery Electric Vehicle (BEV),1
Bremerton,Kitsap,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),1
Bremerton,Kitsap,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),1
Bremerton,Kitsap,2015,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),1
Bremerton,Kitsap,2014,FIAT,500,Battery Electric Vehicle (BEV),1
Bremerton,Kitsap,2013,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),1
Bremerton,Kitsap,2013,FIAT,500,Battery Electric Vehicle (BEV),1
Bremerton,Kitsap,2012,AZURE DYNAMICS,TRANSIT CONNECT ELECTRIC,Battery Electric Vehicle (BEV),1
Bow,Skagit,2023,VOLVO,XC40,Battery Electric Vehicle (BEV),1
Bremerton,Kitsap,2017,KIA,SOUL EV,Battery Electric Vehicle (BEV),1
Bremerton,Kitsap,2017,SMART,FORTWO,Battery Electric Vehicle (BEV),1
Bremerton,Kitsap,2018,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1
Bremerton,Kitsap,2018,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),1
Bremerton,Kitsap,2018,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1
Bremerton,Kitsap,2018,SMART,EQ FORTWO,Battery Electric Vehicle (BEV),1
Bremerton,Kitsap,2019,BMW,530E,Plug-in Hybrid Electric Vehicle (PHEV),1
Bremerton,Kitsap,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),1
Bremerton,Kitsap,2019,MERCEDES-BENZ,GLC-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),1
Bremerton,Kitsap,2019,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),1
Bremerton,Kitsap,2019,SMART,EQ FORTWO,Battery Electric Vehicle (BEV),1
Bremerton,Kitsap,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),1
Bremerton,Kitsap,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),1
Bremerton,Kitsap,2019,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),1
Bremerton,Kitsap,2019,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),1
Bremerton,Kitsap,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1
Bremerton,Kitsap,2020,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2020,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2019,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1
Bremerton,Kitsap,2024,MINI,HARDTOP,Battery Electric Vehicle (BEV),1
Bothell,King,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),1
Bothell,King,2017,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2017,KIA,OPTIMA,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2017,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2017,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2016,FORD,FOCUS,Battery Electric Vehicle (BEV),1
Bothell,King,2018,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2016,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2016,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),1
Bothell,King,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2016,BMW,I3,Battery Electric Vehicle (BEV),1
Bothell,King,2015,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),1
Bothell,King,2018,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2019,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2020,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2021,AUDI,E-TRON SPORTBACK,Battery Electric Vehicle (BEV),1
Bothell,King,2020,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),1
Bothell,King,2020,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),1
Bothell,King,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),1
Bothell,King,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),1
Bothell,King,2020,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2019,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),1
Bothell,King,2019,SUBARU,CROSSTREK,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2019,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2019,MINI,COUNTRYMAN,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2019,HYUNDAI,IONIQ,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2019,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2015,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2015,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),1
Bonney Lake,Pierce,2022,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),1
Bonney Lake,Pierce,2023,BMW,I4,Battery Electric Vehicle (BEV),1
Bonney Lake,Pierce,2023,AUDI,E-TRON GT,Battery Electric Vehicle (BEV),1
Bonney Lake,Pierce,2022,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),1
Bonney Lake,Pierce,2022,VOLVO,XC40,Battery Electric Vehicle (BEV),1
Bonney Lake,Pierce,2022,VOLVO,C40,Battery Electric Vehicle (BEV),1
Bonney Lake,Pierce,2022,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),1
Bonney Lake,Pierce,2022,MERCEDES-BENZ,EQS-CLASS SEDAN,Battery Electric Vehicle (BEV),1
Bothell,King,2014,TOYOTA,RAV4,Battery Electric Vehicle (BEV),1
Bonney Lake,Pierce,2022,MERCEDES-BENZ,EQB-CLASS,Battery Electric Vehicle (BEV),1
Bonney Lake,Pierce,2022,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),1
Bonney Lake,Pierce,2022,JEEP,GRAND CHEROKEE,Plug-in Hybrid Electric Vehicle (PHEV),1
Bonney Lake,Pierce,2022,HYUNDAI,TUCSON,Plug-in Hybrid Electric Vehicle (PHEV),1
Bonney Lake,Pierce,2022,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),1
Bonney Lake,Pierce,2022,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),1
Bonney Lake,Pierce,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),1
Bonney Lake,Pierce,2023,HYUNDAI,SANTA FE,Plug-in Hybrid Electric Vehicle (PHEV),1
Bonney Lake,Pierce,2023,LEXUS,RZ 450E,Battery Electric Vehicle (BEV),1
Bonney Lake,Pierce,2023,LINCOLN,AVIATOR,Plug-in Hybrid Electric Vehicle (PHEV),1
Bonney Lake,Pierce,2023,LUCID,AIR,Battery Electric Vehicle (BEV),1
Bonney Lake,Pierce,2023,MERCEDES-BENZ,EQB-CLASS,Battery Electric Vehicle (BEV),1
Bonney Lake,Pierce,2023,MERCEDES-BENZ,EQE-CLASS SEDAN,Battery Electric Vehicle (BEV),1
Bonney Lake,Pierce,2023,MINI,HARDTOP,Battery Electric Vehicle (BEV),1
Bonney Lake,Pierce,2023,MITSUBISHI,OUTLANDER,Plug-in Hybrid Electric Vehicle (PHEV),1
Bonney Lake,Pierce,2023,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),1
Bonney Lake,Pierce,2023,TESLA,MODEL S,Battery Electric Vehicle (BEV),1
Bonney Lake,Pierce,2023,TOYOTA,BZ4X,Battery Electric Vehicle (BEV),1
Bonney Lake,Pierce,2023,VOLVO,C40,Battery Electric Vehicle (BEV),1
Bonney Lake,Pierce,2023,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),1
Bothell,King,2013,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2014,SMART,FORTWO ELECTRIC DRIVE,Battery Electric Vehicle (BEV),1
Bothell,King,2021,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,King,2021,TESLA,MODEL X,Battery Electric Vehicle (BEV),1
Bothell,Snohomish,2019,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2016,CHEVROLET,SPARK,Battery Electric Vehicle (BEV),1
Bothell,Snohomish,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2016,SMART,FORTWO,Battery Electric Vehicle (BEV),1
Bothell,Snohomish,2016,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2016,MERCEDES-BENZ,S-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2016,HYUNDAI,SONATA,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2016,FORD,FOCUS,Battery Electric Vehicle (BEV),1
Bothell,Snohomish,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2017,FIAT,500,Battery Electric Vehicle (BEV),1
Bothell,Snohomish,2016,BMW,I3,Battery Electric Vehicle (BEV),1
Bothell,Snohomish,2016,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2015,TOYOTA,PRIUS PLUG-IN,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2015,SMART,FORTWO ELECTRIC DRIVE,Battery Electric Vehicle (BEV),1
Bothell,Snohomish,2015,MERCEDES-BENZ,B-CLASS,Battery Electric Vehicle (BEV),1
Bothell,Snohomish,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2017,HYUNDAI,IONIQ,Battery Electric Vehicle (BEV),1
Bothell,King,2021,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),1
Bothell,Snohomish,2018,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),1
Bothell,Snohomish,2019,SUBARU,CROSSTREK,Plug-in Hybrid Electric Vehicle (PHEV),1
