Music,Techno,Movies,History,Mathematics,Pets,Spiders,Loneliness,Parents' advice,Internet usage,Finances,Age,Siblings,Gender,Village - town,Number of Siblings,Feels Lonely
5,5,5,3,4,1,2,1,1,few hours a day,1,26,5,male,village,3+,FALSE
4,4,4,5,5,1,1,3,3,few hours a day,1,19,3,female,city,3+,FALSE
5,1,5,4,3,4,5,3,5,few hours a day,2,21,3,female,city,3+,FALSE
5,1,5,2,2,5,3,3,2,few hours a day,2,20,3,female,city,3+,FALSE
5,3,5,3,3,1,1,4,3,few hours a day,3,21,3,male,city,3+,TRUE
5,5,5,2,1,4,2,3,3,few hours a day,4,19,3,female,village,3+,FALSE
5,1,5,1,1,1,3,1,3,most of the day,1,19,3,female,village,3+,FALSE
5,2,5,4,2,1,2,2,3,few hours a day,3,25,3,male,city,3+,FALSE
5,1,4,1,3,1,3,3,5,less than an hour a day,4,20,3,female,city,3+,FALSE
5,1,5,3,3,5,1,3,5,few hours a day,4,30,4,female,village,3+,FALSE
4,4,5,2,4,4,2,2,4,less than an hour a day,4,26,3,male,city,3+,FALSE
5,2,5,3,1,1,5,3,4,less than an hour a day,3,18,4,female,city,3+,FALSE
5,2,5,5,NaN,3,3,1,3,few hours a day,2,18,3,female,village,3+,FALSE
4,3,4,5,3,1,1,4,4,few hours a day,3,18,3,female,village,3+,TRUE
4,1,4,1,1,3,5,3,3,most of the day,1,19,3,female,village,3+,FALSE
5,1,5,1,1,1,5,2,4,few hours a day,5,18,4,female,village,3+,FALSE
5,2,4,4,1,5,3,4,2,few hours a day,2,17,3,female,city,3+,TRUE
5,2,5,2,3,5,2,4,3,few hours a day,2,18,6,female,city,3+,TRUE
5,3,5,5,2,5,2,3,4,few hours a day,3,19,3,female,city,3+,FALSE
4,5,5,1,1,3,5,5,4,most of the day,3,20,3,NaN,city,3+,TRUE
5,2,5,2,3,5,2,3,4,most of the day,4,17,3,female,village,3+,FALSE
5,1,5,5,4,3,3,3,2,few hours a day,4,25,3,male,village,3+,FALSE
4,3,3,2,4,1,1,2,4,few hours a day,1,21,5,male,village,3+,FALSE
5,1,5,5,3,3,1,1,2,few hours a day,2,19,3,female,village,3+,FALSE
5,2,5,3,5,1,1,3,3,few hours a day,3,19,3,female,city,3+,FALSE
5,2,5,2,3,1,2,4,3,few hours a day,1,15,3,female,city,3+,TRUE
5,2,5,3,5,1,3,2,3,few hours a day,2,27,4,male,city,3+,FALSE
5,4,5,3,1,5,3,1,4,most of the day,2,19,3,male,village,3+,FALSE
5,2,5,3,1,5,5,5,4,less than an hour a day,4,21,3,female,village,3+,TRUE
4,5,5,3,4,5,2,3,3,few hours a day,1,19,4,male,village,3+,FALSE
5,3,2,5,1,4,5,3,4,few hours a day,3,17,3,female,city,3+,FALSE
3,2,3,3,4,4,5,2,4,less than an hour a day,4,27,3,male,city,3+,FALSE
5,1,4,2,5,5,3,4,4,few hours a day,3,18,3,female,village,3+,TRUE
5,1,4,1,1,1,3,2,4,few hours a day,5,24,3,female,village,3+,FALSE
5,1,5,3,1,3,5,3,4,most of the day,3,27,5,female,village,3+,FALSE
4,1,4,4,1,4,1,2,3,few hours a day,3,20,4,male,city,3+,FALSE
4,1,5,4,3,3,5,4,3,less than an hour a day,3,18,3,female,city,3+,TRUE
4,3,5,5,4,2,2,4,4,few hours a day,2,24,3,male,city,3+,TRUE
4,5,5,1,3,1,3,4,1,most of the day,1,26,3,male,city,3+,TRUE
5,3,4,2,4,5,5,2,2,few hours a day,3,18,3,female,city,3+,FALSE
3,4,5,5,3,1,4,3,2,few hours a day,5,22,3,male,city,3+,FALSE
5,2,5,1,2,5,1,3,3,most of the day,3,18,3,female,city,3+,FALSE
5,2,5,5,1,1,1,2,3,few hours a day,3,24,5,male,village,3+,FALSE
2,1,3,5,1,1,1,3,3,few hours a day,4,19,4,male,village,3+,FALSE
5,5,5,4,3,5,1,5,3,few hours a day,5,15,3,female,city,3+,TRUE
5,3,5,5,1,5,3,3,4,few hours a day,3,20,3,male,village,3+,FALSE
5,1,5,2,2,2,2,5,1,few hours a day,1,18,3,female,village,3+,TRUE
5,5,NaN,4,3,4,3,2,4,few hours a day,2,16,4,male,city,3+,FALSE
5,2,4,3,3,3,1,3,3,few hours a day,3,29,3,male,village,3+,FALSE
2,1,3,2,5,1,1,3,3,few hours a day,3,19,5,male,city,3+,FALSE
5,2,5,3,5,5,3,5,2,few hours a day,5,18,4,female,village,3+,TRUE
4,3,4,3,4,1,2,2,4,few hours a day,4,20,3,male,village,3+,FALSE
5,1,5,3,1,5,2,2,3,few hours a day,4,26,3,female,village,3+,FALSE
5,2,5,4,1,5,5,3,4,no time at all,3,19,3,female,village,3+,FALSE
5,1,5,4,2,5,5,4,3,few hours a day,3,17,3,female,city,3+,TRUE
5,1,5,4,1,3,1,3,3,few hours a day,3,23,4,male,village,3+,FALSE
5,1,5,2,1,4,1,3,4,most of the day,1,20,3,female,city,3+,FALSE
5,3,5,3,1,1,5,5,3,few hours a day,3,18,5,female,city,3+,TRUE
5,1,4,2,3,5,2,2,4,few hours a day,5,22,3,female,city,3+,FALSE
4,4,5,3,1,4,5,1,3,most of the day,1,17,3,male,city,3+,FALSE
5,3,5,3,3,4,4,2,3,few hours a day,1,21,3,male,city,3+,FALSE
5,3,5,3,1,3,4,4,4,few hours a day,2,23,3,female,city,3+,TRUE
5,2,5,2,2,2,4,2,3,few hours a day,3,23,3,female,city,3+,FALSE
5,5,5,3,2,5,3,5,5,few hours a day,1,19,3,female,city,3+,TRUE
5,4,5,5,5,1,3,5,3,few hours a day,3,21,4,male,city,3+,TRUE
3,1,4,5,3,4,4,4,5,less than an hour a day,5,26,3,female,village,3+,TRUE
5,1,5,5,1,3,1,4,3,few hours a day,1,21,3,male,city,3+,TRUE
5,1,5,2,1,3,1,4,5,few hours a day,4,20,4,female,village,3+,TRUE
5,2,2,4,3,1,3,5,5,few hours a day,4,NaN,NaN,NaN,village,NaN,TRUE
5,2,4,1,2,1,4,3,2,most of the day,2,NaN,NaN,male,city,NaN,FALSE
5,1,3,4,3,1,5,2,4,less than an hour a day,2,16,NaN,female,village,NaN,FALSE
5,4,5,3,3,1,2,5,2,few hours a day,4,20,NaN,female,village,NaN,TRUE
5,2,5,4,3,3,4,2,3,few hours a day,2,NaN,NaN,male,city,NaN,FALSE
5,1,5,5,3,1,3,1,3,few hours a day,3,NaN,NaN,female,city,NaN,FALSE
